LOCATION,TIME,Value
CHL,2004,27.51
CHL,2005,28.37
CHL,2006,29.53
CHL,2007,30.62
CHL,2008,30.33
CHL,2009,29.53
CHL,2010,30.85
CHL,2011,33.62
CHL,2012,37.2
CHL,2013,38.51
CHL,2014,34.77
CHL,2015,35.51
CHL,2016,37.82
CHL,2017,38.34
CHN,1990,873.64
CHN,1991,848.0
CHN,1992,876.83
CHN,1993,928.8
CHN,1994,972.77
CHN,1995,1044.45
CHN,1996,1073.47
CHN,1997,1073.05
CHN,1998,1078.41
CHN,1999,1098.61
CHN,2000,1129.87
CHN,2001,1168.3
CHN,2002,1245.8
CHN,2003,1419.64
CHN,2004,1614.66
CHN,2005,1781.42
CHN,2006,1948.77
CHN,2007,2097.55
CHN,2008,2153.96
CHN,2009,2296.88
CHN,2010,2536.2
CHN,2011,2722.11
CHN,2012,2819.89
CHN,2013,2910.75
CHN,2014,2964.66
CHN,2015,2991.43
CHN,2016,2971.12
CHN,2017,3063.43
COL,1990,24.22
COL,1991,24.49
